merchant_abn,name,tags,revenue_level,take_rate
11588046517,Dolor Industries,health,b,3.94
11590404675,Arcu Sed PC,antique,b,4.19
11633090957,Cum Sociis Incorporated,garden supply,b,4.0
11700214701,Vitae Aliquam Incorporated,tent,a,6.2
11766327188,Ante Maecenas Mi Incorporated,gift,c,2.57
11788487195,Id Magna LLP,music,b,3.51
11791943985,Nulla Magna Incorporated,watch,b,5.01
11800043583,Morbi Vehicula Inc.,jewelry,c,2.89
11802512399,At Egestas A Corp.,bicycle,a,5.82
11841065357,Eu Tellus Industries,motor,b,4.42
11848576000,Aenean Eget Corporation,hobby,c,1.57
11895748930,Gravida Inc.,garden supply,b,3.27
11944993446,Tincidunt Dui Corp.,gift,a,6.6
11961681734,Dui Cras Pellentesque Company,health,a,6.46
11974270529,Dui Fusce Corp.,furniture,b,3.9
11975295389,Tortor Corp.,art dealer,c,2.79
11981237946,Sed Molestie Sed Institute,digital goods,a,6.43
12014115545,In Lobortis Company,gift,a,6.35
12031655138,Tincidunt Aliquam Arcu Corp.,gift,a,6.96
12034469787,Pede Suspendisse Corp.,shoe,a,5.83
12037481016,Consequat LLP,opticians,a,5.99
12042198256,Donec Nibh LLP,computer,a,6.45
12103450178,Tincidunt Tempus Incorporated,equipment,b,3.17
12133839110,Et Eros Limited,tent,a,6.69
12161076724,Eu Ultrices Ltd,telecom,b,4.7
12171241826,Interdum Sed Foundation,computer,b,4.13
12173100693,Quam Quis Diam Foundation,gift,a,5.65
12182018430,Integer In Ltd,telecom,b,3.27
12183270048,Risus Consulting,cable,c,2.46
12185659961,Aliquam Ornare Libero LLP,music,b,4.55
12208064492,Nullam Ut Industries,hobby,a,6.95
12219088747,Velit Corp.,gift,b,3.22
12240378188,Ut Ipsum Corp.,jewelry,b,4.35
12296390138,Montes Nascetur Ridiculus Industries,florists,c,2.72
12353567572,Quam Curabitur Company,cable,c,2.35
12374632228,Posuere Enim Incorporated,hobby,c,2.88
12380299397,Neque Morbi Foundation,artist supply,b,3.22
12395011633,Luctus Sit Corporation,gift,a,6.01
12404803031,Porttitor Scelerisque Neque Limited,hobby,b,3.5
12426913844,Diam Proin Industries,hobby,b,4.0
12434006854,Feugiat Non Associates,stationery,a,5.66
12438697459,At Arcu Industries,watch,b,4.48
12476477880,Egestas A Scelerisque Limited,books,b,3.73
12483082042,Sed PC,opticians,b,5.0
12497320096,Velit Quisque LLP,watch,a,6.3
12513701055,Et Lacinia Industries,books,a,6.01
12516851436,Mollis Corp.,watch,a,6.71
12543580354,Ut Aliquam Corp.,shoe,b,3.78
12578813079,Eros Corporation,cable,a,6.29
12710873213,Maecenas Mi Felis Limited,health,b,5.04
12711807314,Senectus Foundation,health,c,1.5
12741443840,Tincidunt Aliquam Limited,equipment,a,5.55
12771097467,At Pretium Corp.,motor,a,6.95
12840456630,Purus Inc.,books,a,6.32
12847992240,Nec Enim Company,computer,a,5.9
12870663624,Vestibulum Ut Eros Corporation,gift,a,6.78
12888399565,In Molestie Limited,bicycle,b,4.25
12899341959,Consectetuer Euismod Inc.,bicycle,b,3.81
12927607277,Amet Orci Industries,tent,d,0.83
12959550150,Nunc Risus Company,books,b,3.35
12983555508,Nibh Lacinia Foundation,jewelry,b,5.09
13041890826,Sit Amet Ltd,music,b,4.33
13061606045,Risus Limited,artist supply,c,3.09
13066244467,Ac Orci Industries,stationery,a,5.69
13067850740,Felis Eget Industries,garden supply,a,5.52
13086571368,Enim Diam Vel Industries,computer,c,1.88
13093581573,Dis Parturient Corporation,gift,e,0.24
13103397121,Litora Torquent Limited,watch,b,3.79
13106608471,Sem Vitae PC,health,a,6.7
13108046922,Luctus Limited,florists,b,3.76
13118172970,Placerat Cras Incorporated,gift,b,4.57
13120157976,Sem Egestas Blandit Limited,antique,a,6.83
13136513766,Pede Nec Incorporated,digital goods,b,3.2
13159730941,Metus LLC,artist supply,a,5.88
13248824465,Convallis Erat Limited,furniture,b,4.99
13255205539,In Aliquet Inc.,shoe,a,6.26
13272374672,Leo In Incorporated,digital goods,a,6.21
13285958344,Purus Gravida Sagittis Inc.,gift,a,5.65
13290952071,Eget Foundation,opticians,a,6.53
13297955415,Adipiscing Mauris Associates,florists,a,6.53
13376463476,Sed Sem Egestas Institute,digital goods,a,6.99
13401263605,Fames Inc.,florists,c,1.89
13447011295,Magna Nec Institute,furniture,b,4.33
13447019122,Amet Risus Foundation,computer,b,3.5
13461552885,Dapibus Id Blandit Institute,stationery,a,5.68
13467303030,Duis LLP,tent,a,5.51
13473158710,Tempor Lorem Eget Incorporated,books,a,6.95
13514558491,Magna Praesent PC,motor,a,6.78
13555086357,Ipsum LLP,furniture,b,4.92
13565102775,Malesuada LLP,gift,c,2.31
13571059405,Dapibus Institute,bicycle,b,3.72
13606543798,Odio Phasellus Associates,health,b,4.68
13611382586,Quisque Tincidunt Pede Limited,computer,a,6.34
13631004035,Eu Eleifend Incorporated,music,b,3.54
13663374533,Ac Mattis Limited,watch,a,5.87
13747603419,Fermentum Vel Mauris Institute,equipment,c,1.86
13770392625,Suspendisse Institute,books,a,6.17
13803154777,Lorem Auctor LLC,music,c,2.28
13812221471,Eget Massa Associates,books,a,5.72
13822969155,Pellentesque Habitant Morbi Associates,furniture,a,6.58
13823979247,Egestas Limited,hobby,a,6.6
13830448327,Neque Sed PC,digital goods,a,5.62
13839274306,Sit Amet Consectetuer PC,computer,a,6.0
13900607417,Pharetra Institute,music,a,6.69
13902377680,Mollis Nec Cursus LLP,computer,a,5.7
13917288638,Leo Vivamus Nibh Associates,artist supply,c,1.79
13942467372,Amet Massa Corporation,florists,b,4.15
13945345356,Nibh Donec Est Associates,furniture,a,5.77
13986396343,Nulla In Inc.,computer,a,6.76
14004773634,Dapibus Gravida Limited,antique,a,5.95
14040735315,Morbi Tristique Senectus Limited,hobby,c,2.3
14042321810,Ac PC,computer,b,4.42
14058755389,Vel Mauris Integer Limited,stationery,a,6.62
14081759429,Velit Pellentesque Associates,books,b,4.71
14089706307,Donec Institute,computer,b,3.33
14145464079,Arcu Sed Inc.,books,b,4.71
14148282104,Dictum Magna Ltd,artist supply,a,6.12
14246432250,Mauris Elit Foundation,artist supply,a,6.61
14278929774,Etiam LLP,artist supply,a,6.25
14314268730,Nec Ltd,artist supply,c,2.04
14315147591,Vitae Orci Institute,equipment,a,6.51
14316652139,Sed Dolor Inc.,stationery,a,6.54
14336275166,Euismod Est Associates,tent,d,0.67
14420598156,Bibendum Sed Est Foundation,tent,b,3.88
14430838529,Magna A Neque LLC,cable,c,2.03
14443753481,Purus Ac Incorporated,tent,a,6.44
14480530534,Eu Augue Corporation,artist supply,a,5.53
14492521225,Praesent Eu Associates,tent,c,2.5
14522297874,Nonummy Ipsum Non Inc.,books,b,3.13
14530561097,Duis At Inc.,jewelry,c,1.69
14555045817,Commodo Auctor Ltd,stationery,b,4.11
14559784311,Convallis Ligula Donec Inc.,watch,c,2.26
14570580767,Lacus Etiam Inc.,artist supply,c,2.8
14583462783,Elit Elit Institute,health,a,5.81
14602793938,Cursus Vestibulum LLP,florists,b,3.87
14616123867,Fringilla Porttitor Vulputate PC,antique,a,5.64
14626521979,Dictum Proin PC,art dealer,c,2.81
14639241847,Aliquet Molestie Tellus Company,computer,c,2.27
14639489823,Auctor Mauris Incorporated,furniture,a,6.36
14666015798,Elementum Dui Associates,music,a,6.98
14675858680,Sollicitudin Adipiscing LLC,stationery,b,3.83
14762929642,Dolor Nonummy Ac Corporation,furniture,c,2.77
14796275705,In Tincidunt Congue Institute,florists,b,4.41
14804580099,Sem Consequat Consulting,cable,a,6.17
14809247463,Id Mollis PC,music,a,6.22
14820207872,Vehicula Pellentesque PC,health,c,1.51
14878918457,Ultrices Limited,digital goods,a,5.87
14939466370,Nunc Ac LLP,opticians,a,6.31
14955471775,A Associates,opticians,b,4.95
14961279222,Lacinia At Inc.,antique,b,3.31
14965232967,Augue Ac Ipsum Associates,music,a,5.87
15010840269,Elit Erat Ltd,hobby,a,6.79
15043504837,Odio Incorporated,jewelry,b,4.62
15061716544,Tempus Scelerisque Lorem Incorporated,digital goods,a,5.73
15069598461,Parturient Institute,gift,b,4.07
15070005651,Vulputate Mauris Inc.,shoe,c,2.07
15073534664,Dignissim Tempor Arcu Ltd,tent,a,5.58
15093767253,Arcu Curabitur Limited,digital goods,d,1.17
15115332331,In Consectetuer Ltd,florists,a,5.64
15130143460,Integer LLP,computer,b,3.13
15135045968,Eu Dui Ltd,garden supply,a,6.52
15157368385,Tempus Non Lacinia Inc.,artist supply,b,3.98
15253672771,Nascetur Ridiculus LLC,gift,b,3.26
15269431008,Nisi Limited,gift,a,6.48
15293888435,Ipsum Sodales Purus Company,antique,b,3.16
15297597516,Ornare Lectus Corp.,hobby,c,1.76
15299889494,Porttitor Eros Ltd,cable,b,5.01
15302620892,Facilisis Suspendisse PC,books,a,6.51
15332026424,Metus Urna Convallis Ltd,motor,a,6.57
15347709593,Eget Corp.,music,b,4.86
15353137412,Semper Pretium PC,shoe,b,3.68
15359085759,Ac Urna Ut PC,shoe,b,4.77
15367144876,Id Nunc Corporation,health,a,5.95
15422452671,Euismod Corporation,hobby,b,5.01
15441635442,Lectus A Corp.,computer,b,4.64
15446964877,Pede Industries,watch,b,3.54
15457638036,Gravida Praesent LLP,telecom,a,6.97
15489539819,In Mi PC,bicycle,a,5.69
15514494276,Et Euismod Et Associates,computer,a,5.96
15527324674,Laoreet Libero LLC,hobby,d,0.92
15531408565,Aliquam Eu LLP,watch,a,6.94
15544195408,Proin Company,stationery,a,6.09
15549624934,Commodo Associates,opticians,c,2.76
15560455575,Morbi Accumsan Laoreet Industries,digital goods,b,4.08
15577036924,Euismod Ac Corporation,gift,b,3.57
15582356843,Consectetuer Cursus Company,music,b,4.17
15582655078,Eu Odio Phasellus Corp.,gift,a,6.77
15612785317,Congue Corporation,furniture,a,6.99
15613631617,Ante Industries,motor,e,0.35
15625166573,Velit Quisque Industries,digital goods,b,4.32
15686458582,Sed Orci Lobortis Corp.,motor,b,3.83
15700338102,Aliquam Ornare Inc.,furniture,a,5.73
15704713883,Faucibus Ut Nulla Ltd,bicycle,c,2.66
15710208349,Rhoncus Foundation,motor,b,4.32
15790540567,Integer Foundation,computer,a,5.87
15795298692,Sollicitudin LLC,art dealer,b,3.29
15870230869,Ullamcorper Eu Euismod Corp.,cable,a,6.39
15896837295,Quam Quis Foundation,books,b,3.86
15903176024,Adipiscing Elit PC,garden supply,c,2.34
15912561882,Nullam Nisl Institute,shoe,b,3.72
15937271532,Diam Proin Dolor Limited,computer,a,5.5
15965199256,Proin Nisl Sem Corp.,florists,c,2.23
15971734188,Magna Nec Quam LLP,furniture,a,6.7
15998215727,Ut Lacus Nulla Ltd,stationery,a,6.91
16002602393,Suscipit Est Ac Corporation,telecom,a,6.68
16019856141,Dignissim Magna Incorporated,artist supply,b,4.41
16058191622,Parturient Incorporated,furniture,a,6.42
16096277862,Arcu Vivamus Incorporated,music,a,5.81
16104218122,Scelerisque Ltd,motor,b,4.29
16119907679,Proin Non Inc.,garden supply,c,2.74
16143938351,Enim Institute,telecom,a,5.63
16156289887,Aliquet Sem Corp.,jewelry,c,3.02
16165222459,Vehicula Pellentesque LLP,computer,b,3.99
16174402479,Neque Sed Dictum Company,cable,a,6.12
16178821827,Odio Tristique Institute,equipment,b,4.83
16199101110,Et Magnis Dis Corporation,digital goods,a,5.6
16218917521,In At Pede LLC,tent,b,4.08
16242364669,In Nec Limited,motor,b,3.86
16248082282,Phasellus Foundation,health,a,6.8
16254418652,Urna LLP,shoe,a,5.94
16256895427,Tempus Non Foundation,garden supply,a,6.6
16286338734,Vitae PC,gift,c,2.6
16288327194,A Neque LLC,computer,a,6.92
16315736437,Id Mollis Limited,computer,c,2.45
16334864366,Curabitur LLP,motor,b,4.79
16361981729,Et LLC,equipment,b,4.78
16377211887,Gravida Mauris PC,jewelry,d,1.32
16388802220,Iaculis Aliquet Institute,gift,a,5.72
16394504716,Enim Nec Tempus Corporation,cable,a,5.72
16404532871,Et Malesuada Ltd,books,a,5.6
16423528990,Litora Torquent Corporation,motor,a,5.54
16432242544,Aliquam Eros Company,hobby,b,4.08
16452078130,In Sodales PC,motor,c,2.08
16492082804,Et Malesuada Institute,shoe,b,3.6
16500351705,Sociosqu Corporation,music,b,3.67
16528286991,Pellentesque Massa Limited,equipment,b,4.46
16550028284,In LLP,furniture,a,6.52
16570599421,Non Magna Nam PC,digital goods,a,6.74
16587082018,Laoreet Ipsum Ltd,cable,a,6.29
16629601490,Enim Non Foundation,stationery,a,6.81
16644129035,Magna Associates,artist supply,b,5.03
16676754730,Risus Donec Limited,music,a,5.7
16765088338,Duis Elementum Corp.,digital goods,c,2.97
16771252290,Nonummy Corp.,motor,d,0.89
16796167828,Elit Pretium Limited,artist supply,c,2.71
16863641025,Aliquet Diam LLC,computer,b,4.88
16903677169,Quis Lectus Nullam PC,shoe,b,4.62
16919425848,Aliquam LLP,music,a,5.76
16941018799,Eget Laoreet Inc.,stationery,c,1.68
16980639748,Sodales Elit Erat LLC,computer,d,1.38
16993524298,Posuere Cubilia Curae LLP,bicycle,c,2.25
17009186054,Et Ltd,computer,a,6.09
17028880379,Sem Mollis Inc.,garden supply,a,6.26
17034043771,Imperdiet Ullamcorper Inc.,watch,b,3.64
17055065679,Sit Amet Consectetuer Ltd,computer,b,3.71
17060583346,Dolor Sit Limited,artist supply,a,5.73
17073441842,Duis Corp.,telecom,b,4.79
17107204463,Ultricies Ornare Elit Limited,furniture,c,2.73
17124978176,Enim Etiam PC,tent,b,4.95
17158952809,Arcu Vestibulum Corp.,hobby,a,6.19
17175760321,Morbi Metus Vivamus Industries,hobby,a,6.33
17186910612,Semper Tellus LLP,furniture,b,4.35
17189523131,Fusce Aliquet Limited,stationery,c,1.59
17208085375,Volutpat Ornare Facilisis Associates,art dealer,b,3.21
17228439250,Erat Foundation,equipment,a,6.61
17266923036,Volutpat Inc.,equipment,a,5.71
17291470169,Nullam Lobortis Limited,stationery,b,3.24
17294075449,In Faucibus Incorporated,cable,d,0.67
17308640834,Et Rutrum Limited,watch,b,4.21
17324645993,Eget Metus In Corporation,tent,a,5.73
17335347560,Et Eros Institute,antique,b,3.35
17386856164,Nulla Integer Corp.,health,c,2.49
17429613585,Vel Convallis Company,computer,c,2.07
17431888602,Metus Inc.,shoe,b,4.27
17435313552,Ac Fermentum Vel LLP,stationery,c,2.48
17465489150,Quam A Company,gift,b,3.79
17469082744,Condimentum LLP,antique,c,1.86
17476208631,Sit Institute,art dealer,b,4.27
17488304283,Posuere Cubilia Curae Corporation,cable,a,6.18
17496459532,Nonummy Ultricies Ornare Institute,health,b,3.13
17507773571,Libero Nec Limited,hobby,a,5.89
17523010120,Urna Convallis Foundation,tent,d,0.79
17541067926,Tristique Institute,books,a,5.8
17559476022,Id Incorporated,stationery,a,6.54
17610103622,Per Conubia Corporation,garden supply,a,5.51
17611272180,Id Magna Limited,art dealer,b,4.66
17614133590,Nec Enim LLP,music,c,2.93
17649195875,Velit Eu Sem Consulting,hobby,a,6.74
17663034743,Semper Incorporated,digital goods,b,3.31
17678252870,Faucibus Morbi Foundation,watch,c,2.07
17684250719,Ac Risus Associates,health,b,4.13
17701272704,Neque In LLC,hobby,b,3.78
17739089622,Auctor Quis Corp.,cable,b,5.01
17758483290,Orci PC,stationery,c,2.62
17799557745,Sociosqu Company,telecom,b,4.77
17866919544,Orci Sem LLP,music,e,0.37
17934773261,Fringilla LLP,florists,b,3.8
17945458645,Curae Industries,shoe,b,4.21
17950989709,A Dui Institute,health,a,5.74
17965654828,Vitae Posuere Ltd,computer,b,4.96
17978936678,Congue A Aliquet Ltd,motor,a,6.51
18064155652,Lectus Justo Ltd,tent,b,3.72
18112900644,Lacus Etiam Institute,computer,b,4.19
18120123446,Morbi Sit Corporation,shoe,b,3.79
18126169589,Elit A PC,florists,c,1.62
18135911314,Ac Arcu Inc.,artist supply,c,1.63
18142272571,Ligula Nullam Inc.,motor,b,3.25
18146314043,Vel Consulting,health,b,4.41
18158387243,Nec Tellus Ltd,health,c,2.03
18180785640,Varius Et Associates,shoe,b,3.34
18253795725,Quam Pellentesque Corporation,computer,c,1.57
18261886835,Massa Rutrum LLP,antique,a,6.25
18293836021,Orci Adipiscing Non Corporation,watch,c,1.98
18303734841,Sollicitudin Orci Ltd,health,a,6.61
18305506006,Mollis Lectus Consulting,watch,a,6.25
18306927906,Sed Tortor Limited,stationery,b,3.69
18310531307,Nunc Corporation,watch,b,3.68
18313275661,Lectus Ante Incorporated,cable,a,6.69
18355044772,Sed Nunc LLC,tent,b,4.35
18376556220,Sagittis Semper Nam Limited,hobby,d,1.33
18416401655,Pellentesque Incorporated,stationery,a,6.94
18440845368,Ac Turpis Egestas Corp.,digital goods,a,5.77
18525353549,Pede Ultrices Corp.,stationery,b,3.79
18547244547,Sem Nulla Interdum Corp.,watch,b,4.07
18582096775,Quis Tristique Ltd,hobby,b,5.03
18600250054,Est Vitae Ltd,furniture,a,5.85
18645942609,Pellentesque A LLP,digital goods,b,4.56
18651012250,Aliquet Sem Ut LLP,computer,b,4.2
18653260078,Maecenas Mi LLC,books,b,3.59
18709053174,Massa Rutrum Industries,tent,b,3.39
18714755910,Feugiat Non Lobortis Ltd,watch,a,5.61
18716225872,Amet Ante Vivamus Associates,books,a,6.87
18737319630,Ut Industries,computer,a,5.7
18814588565,Dolor Inc.,equipment,b,4.85
18883136194,Velit Pellentesque Ultricies Foundation,garden supply,a,6.93
18904790666,Nunc Risus Corporation,florists,c,1.71
18905299698,Massa LLP,art dealer,b,3.93
18923178136,Eu PC,stationery,d,0.91
18924241226,At Velit Pellentesque Ltd,computer,d,0.6
18935690984,Semper Et Consulting,garden supply,b,4.97
18949610555,Metus In LLP,shoe,a,6.47
19054547079,Tincidunt Adipiscing Corp.,gift,a,6.65
19111577631,Dictum Industries,opticians,a,6.54
19119901659,Ante Dictum Mi Inc.,stationery,c,2.4
19127906616,Metus Corp.,books,a,6.31
19197006880,Libero At LLC,watch,a,6.26
19237425345,A Scelerisque Associates,cable,c,2.04
19249968599,Nunc Pulvinar Industries,computer,d,1.31
19257772092,Dignissim Lacus Corp.,digital goods,c,3.04
19340071232,Magna Sed Associates,jewelry,b,3.6
19378069235,Massa Vestibulum Incorporated,furniture,b,3.57
19401969640,Vestibulum Accumsan Incorporated,art dealer,b,3.9
19455998870,Eget Metus Eu Institute,shoe,e,0.42
19458945909,Purus Industries,telecom,a,6.48
19465180165,Euismod Urna Corp.,shoe,a,6.73
19468125152,Ut Dolor Corporation,bicycle,a,6.35
19492220327,Commodo Ipsum Industries,jewelry,b,4.93
19573722372,Faucibus Orci Incorporated,cable,a,6.88
19575005485,Nulla Integer Vulputate Institute,opticians,b,3.76
19585107705,Amet Consectetuer Adipiscing Associates,bicycle,c,1.81
19618998054,Morbi Accumsan Industries,tent,c,1.52
19633197919,Molestie Sodales Mauris Industries,telecom,c,2.45
19687751331,Nulla Semper LLP,gift,a,5.83
19734745008,Etiam Imperdiet Corporation,shoe,c,2.17
19757865821,Orci Phasellus Dapibus PC,health,a,5.76
19770897283,Risus Duis Inc.,books,c,2.81
19811355860,Senectus Et PC,bicycle,b,3.77
19836429553,Ac Feugiat LLP,books,b,4.4
19839532017,Pellentesque Habitant LLC,cable,b,4.94
19841142617,Elementum Sem LLP,antique,b,4.2
19844927419,Natoque Penatibus Et LLC,shoe,a,6.42
19848020292,Sed Nulla Ante Consulting,health,a,6.34
19854089605,Aenean Massa Industries,gift,b,3.15
19892730735,Nunc Sit Incorporated,health,a,6.48
19894828184,Arcu Vel Associates,stationery,a,5.97
19925160030,Vestibulum Massa Rutrum Associates,music,c,2.31
19933438190,Dui Nec Corporation,tent,c,2.22
19946380099,Enim Gravida Ltd,shoe,a,5.63
19986358096,Hendrerit Donec Company,books,c,1.93
19988273819,Nascetur Ridiculus Industries,opticians,b,3.95
19995295153,Risus Nulla Institute,bicycle,e,0.22
20017721725,Pellentesque Sed Dictum Foundation,telecom,b,4.84
20036872831,In Industries,digital goods,c,2.75
20073297612,Dictum Sapien Associates,artist supply,b,4.0
20131680113,Adipiscing Lacus Ut Corp.,furniture,b,3.26
20213430114,Dui Fusce Incorporated,furniture,a,5.82
20233857661,Sed Eget Industries,jewelry,b,3.2
20240471832,Eu Metus In LLP,opticians,a,5.94
20269486864,Mi Eleifend Egestas Corp.,motor,c,2.55
20284137308,Nisi Nibh Associates,motor,a,6.87
20325086904,Vivamus Rhoncus Ltd,antique,a,5.93
20334248803,Facilisis Lorem Foundation,bicycle,c,1.89
20349182689,Nunc Interdum Feugiat Limited,music,a,6.3
20352820919,A Feugiat Inc.,art dealer,c,2.51
20364924160,Sed Congue Limited,computer,a,5.73
20415536115,Nibh Phasellus Nulla Industries,garden supply,a,5.84
20422223827,Ut Nisi Limited,hobby,d,0.89
20435488659,Diam Lorem Industries,bicycle,a,6.58
20443361465,Semper Dui Foundation,garden supply,a,6.68
20445424481,Amet Industries,digital goods,a,6.29
20450624188,Nullam Nisl Maecenas PC,watch,b,3.59
20497101151,Arcu Vestibulum Ante LLC,telecom,b,4.04
20510478676,Curabitur Sed LLC,antique,b,3.35
20520680348,Blandit Mattis Company,florists,a,6.77
20527255332,Erat Volutpat Nulla PC,digital goods,a,6.99
20544804614,Malesuada Malesuada Corporation,florists,b,4.97
20549656225,Sed Inc.,telecom,b,4.65
20569508100,Euismod Est Corp.,bicycle,a,6.05
20594162542,Litora Torquent Per LLP,computer,c,3.06
20606594082,Nunc Nulla Vulputate LLC,antique,c,2.56
20642885273,Eu Limited,florists,a,6.71
20692490685,Aliquet Molestie Limited,stationery,d,1.19
20717777781,Convallis Dolor Quisque Associates,artist supply,a,6.51
20717993088,Lacus Vestibulum Lorem Institute,motor,a,6.69
20734004951,Enim Consequat Inc.,cable,a,6.57
20740910820,Ultrices Posuere Cubilia Incorporated,florists,c,2.54
20774839004,Laoreet Lectus Limited,bicycle,b,4.09
20781273791,Eu Tellus Phasellus PC,art dealer,b,3.37
20797699905,Tincidunt Nunc Ac Ltd,opticians,b,4.1
20803442676,Ante Nunc Corporation,art dealer,b,3.79
20833247272,Tincidunt Pede Institute,stationery,b,3.67
20836895545,Gravida Sit Amet Corporation,telecom,b,4.97
20847737557,Tempor LLP,computer,a,6.5
20877828351,Semper Dui LLP,health,b,4.98
20884516643,Faucibus Orci Industries,motor,c,2.24
20885454195,Pharetra Ut Industries,cable,b,4.94
20939962818,Semper Cursus Institute,opticians,c,2.59
20985347699,Semper Tellus PC,tent,a,6.1
21003199892,Non Luctus Sit Foundation,books,c,3.07
21024150335,Libero Inc.,cable,c,2.94
21025433654,Lorem Foundation,digital goods,a,6.55
21046714053,Nibh Phasellus Nulla Foundation,computer,a,5.88
21073645356,Egestas A Consulting,jewelry,a,5.75
21094505909,Venenatis Corp.,furniture,a,6.38
21156812402,Enim Mi Limited,opticians,a,6.73
21158149109,Mauris Ipsum Porta LLC,jewelry,d,1.02
21162389643,Sit Amet Associates,hobby,a,6.3
21166508693,Urna Ut Tincidunt Ltd,florists,a,6.92
21166782413,Ornare Industries,telecom,b,3.57
21204719156,Quis Diam Pellentesque Limited,hobby,b,4.18
21205587568,Nullam Ut Foundation,equipment,b,3.57
21232022824,Quis Massa Mauris Corporation,equipment,c,3.03
21263722044,Lacus Quisque Industries,jewelry,b,4.57
21291463935,Ultrices A LLP,tent,a,5.81
21319642626,At Risus Associates,antique,b,3.29
21350600012,Nullam Suscipit Est PC,jewelry,b,4.72
21359184622,Sit Amet PC,motor,b,3.6
21384345425,Magnis Dis Parturient PC,motor,c,2.52
21437482304,Consectetuer Adipiscing Corp.,computer,a,5.71
21439773999,Mauris Non Institute,cable,a,6.1
21474173492,Donec Corp.,books,b,4.15
21498909695,Cras Vulputate LLP,computer,a,6.72
21532935983,Eleifend Nec Incorporated,cable,a,5.58
21548346742,Eu Consulting,health,b,4.82
21552853184,Senectus Et Netus Corporation,computer,b,3.64
21587176464,Dictum Eu LLP,motor,b,3.37
