,rank,merchant_abn,order_date,num_consumer,num_transaction,total_revenue
158,49.0,17488304283,2022-01-01,1308,1348,809755.2170080519
159,49.0,17488304283,2022-02-01,1280,1315,783579.053332937
160,49.0,17488304283,2022-03-01,1508,1549,931702.0284415064
161,49.0,17488304283,2022-04-01,1568,1621,973656.4043970106
162,49.0,17488304283,2022-05-01,1767,1837,1119853.0648705363
163,49.0,17488304283,2022-06-01,1742,1795,1085538.0742714112
164,49.0,17488304283,2022-07-01,1838,1914,1169849.493750801
165,49.0,17488304283,2022-08-01,1938,2016,1222357.8370875833
166,49.0,17488304283,2022-09-01,1848,1943,1194357.334568623
167,49.0,17488304283,2022-10-01,1676,1739,1056099.310345907

168,5.0,21439773999,2021-02-01,138,138,61167.96464830978
169,5.0,21439773999,2021-03-01,4127,4493,2115166.546624096
170,5.0,21439773999,2021-04-01,4356,4783,2271614.7153563327
171,5.0,21439773999,2021-05-01,4822,5421,2553529.9630356445
172,5.0,21439773999,2021-06-01,4829,5389,2556637.251057305
173,5.0,21439773999,2021-07-01,5046,5693,2756112.298017804
174,5.0,21439773999,2021-08-01,5166,5819,2769587.8131005783
175,5.0,21439773999,2021-09-01,5172,5801,2779299.5977169275
176,5.0,21439773999,2021-10-01,5583,6334,3056852.6711129234
177,5.0,21439773999,2021-11-01,7131,8431,4016817.4918736313
178,5.0,21439773999,2021-12-01,6882,8037,3858380.057916896
179,5.0,21439773999,2022-01-01,4215,4629,2200619.0605684086
180,5.0,21439773999,2022-02-01,4075,4474,2133286.3274431056
181,5.0,21439773999,2022-03-01,5053,5674,2683212.5479400945
182,5.0,21439773999,2022-04-01,5093,5730,2717221.616757937
183,5.0,21439773999,2022-05-01,5645,6408,3031341.5445952476
184,5.0,21439773999,2022-06-01,5667,6486,3098185.8002866497
185,5.0,21439773999,2022-07-01,5848,6731,3211793.2278357404
186,5.0,21439773999,2022-08-01,6023,6852,3299915.5404377677
187,5.0,21439773999,2022-09-01,6033,6939,3298258.506530976
188,5.0,21439773999,2022-10-01,5541,6321,3035014.991831631

189,50.0,13514558491,2021-02-01,21,21,49653.024277190394
190,50.0,13514558491,2021-03-01,697,706,1433654.404122751
191,50.0,13514558491,2021-04-01,704,711,1512461.614009498
192,50.0,13514558491,2021-05-01,796,817,1769535.918769811
193,50.0,13514558491,2021-06-01,806,815,1695765.5253938641
194,50.0,13514558491,2021-07-01,824,844,1774467.9364899783
195,50.0,13514558491,2021-08-01,866,878,1880846.5697709117
196,50.0,13514558491,2021-09-01,881,891,1865684.8736572575
197,50.0,13514558491,2021-10-01,915,929,2050693.866196337
198,50.0,13514558491,2021-11-01,1217,1252,2622647.5679402067
199,50.0,13514558491,2021-12-01,1223,1255,2654206.3080474385
200,50.0,13514558491,2022-01-01,667,681,1493227.8653127975
201,50.0,13514558491,2022-02-01,682,690,1452239.9524051764
202,50.0,13514558491,2022-03-01,808,827,1844257.0487546609
203,50.0,13514558491,2022-04-01,876,893,1832143.825281757
204,50.0,13514558491,2022-05-01,926,938,1966160.1483825652
205,50.0,13514558491,2022-06-01,891,904,1969580.7111748445
206,50.0,13514558491,2022-07-01,920,938,1988652.6211352325
207,50.0,13514558491,2022-08-01,1055,1078,2349558.845459303
208,50.0,13514558491,2022-09-01,961,976,2085781.0644859378
209,50.0,13514558491,2022-10-01,840,856,1883872.0279477255
