,rank,merchant_abn,order_date,num_consumer,num_transaction,total_revenue
51,113.0,11237511112,2021-11-01,1402,1438,660798.7880975772
52,113.0,11237511112,2021-12-01,1334,1388,636124.0826425395
53,113.0,11237511112,2022-01-01,790,809,351789.4191172044
54,113.0,11237511112,2022-02-01,769,781,363880.68961580814
55,113.0,11237511112,2022-03-01,931,947,440034.97036714957
56,113.0,11237511112,2022-04-01,942,957,431863.5922075784
57,113.0,11237511112,2022-05-01,1110,1131,523706.7234837574
58,113.0,11237511112,2022-06-01,1073,1097,493458.23424215254
59,113.0,11237511112,2022-07-01,1123,1156,520585.589736043
60,113.0,11237511112,2022-08-01,1174,1200,554092.8579320547
61,113.0,11237511112,2022-09-01,1167,1191,542791.714280999
62,113.0,11237511112,2022-10-01,1050,1070,493141.56701768446

63,118.0,81410315303,2021-02-01,23,23,8016.400225883666
64,118.0,81410315303,2021-03-01,897,909,257690.39242113542
65,118.0,81410315303,2021-04-01,933,956,267690.90576620185
66,118.0,81410315303,2021-05-01,1022,1054,296236.87262090616
67,118.0,81410315303,2021-06-01,1020,1039,307802.06015808386
68,118.0,81410315303,2021-07-01,1014,1041,301465.0136575697
69,118.0,81410315303,2021-08-01,1108,1136,331461.5838916576
70,118.0,81410315303,2021-09-01,1068,1091,326894.2812452116
71,118.0,81410315303,2021-10-01,1180,1213,354797.973391252
72,118.0,81410315303,2021-11-01,1511,1556,428458.46962410025
73,118.0,81410315303,2021-12-01,1504,1560,463391.4456662508
74,118.0,81410315303,2022-01-01,866,883,260934.34222867587
75,118.0,81410315303,2022-02-01,842,858,254089.7932627409
76,118.0,81410315303,2022-03-01,1081,1108,314737.63394303375
77,118.0,81410315303,2022-04-01,1049,1069,298843.4023887367
78,118.0,81410315303,2022-05-01,1254,1281,373384.62893618504
79,118.0,81410315303,2022-06-01,1230,1265,355464.45119074336
80,118.0,81410315303,2022-07-01,1277,1321,376825.21513652866
81,118.0,81410315303,2022-08-01,1341,1384,404524.6842125945
82,118.0,81410315303,2022-09-01,1251,1291,365164.9683909698
83,118.0,81410315303,2022-10-01,1199,1241,349116.5718166232

84,15.0,48534649627,2021-02-01,107,107,102028.18361634907
85,15.0,48534649627,2021-03-01,2324,2454,2321883.690651524
86,15.0,48534649627,2021-04-01,2531,2666,2455329.7288119225
87,15.0,48534649627,2021-05-01,2775,2947,2769564.1691147825
88,15.0,48534649627,2021-06-01,2792,2953,2738789.2119574966
89,15.0,48534649627,2021-07-01,2816,2999,2828397.5900538783
90,15.0,48534649627,2021-08-01,2952,3126,3001167.7527265865
91,15.0,48534649627,2021-09-01,2899,3105,2969619.4235009598
92,15.0,48534649627,2021-10-01,3176,3432,3304548.5028080214
93,15.0,48534649627,2021-11-01,4165,4584,4434607.577649581
94,15.0,48534649627,2021-12-01,4089,4471,4157600.486540129
95,15.0,48534649627,2022-01-01,2440,2563,2434923.201192051
96,15.0,48534649627,2022-02-01,2346,2462,2380879.2386777806
97,15.0,48534649627,2022-03-01,2898,3080,2863042.7293787375
98,15.0,48534649627,2022-04-01,2910,3114,2958624.9566155924
99,15.0,48534649627,2022-05-01,3258,3521,3332653.622390746
100,15.0,48534649627,2022-06-01,3269,3477,3322030.1190228774
101,15.0,48534649627,2022-07-01,3497,3763,3560716.4576360486
102,15.0,48534649627,2022-08-01,3472,3777,3642094.068982957
103,15.0,48534649627,2022-09-01,3571,3849,3589259.881430587
104,15.0,48534649627,2022-10-01,3249,3488,3306005.260151669

105,16.0,46804135891,2021-02-01,297,299,28460.43510230002
106,16.0,46804135891,2021-03-01,7333,8757,790918.2342674333
107,16.0,46804135891,2021-04-01,7470,8828,803468.9772914023
108,16.0,46804135891,2021-05-01,8256,10136,913727.2982436769
109,16.0,46804135891,2021-06-01,8170,10013,923487.6158066448
110,16.0,46804135891,2021-07-01,8380,10425,944593.4760540678
111,16.0,46804135891,2021-08-01,8787,11026,1000865.7936721696
112,16.0,46804135891,2021-09-01,8724,10788,976598.860761923
113,16.0,46804135891,2021-10-01,9022,11451,1041065.9372337065
114,16.0,46804135891,2021-11-01,11690,15924,1448907.2704697347
115,16.0,46804135891,2021-12-01,11312,15251,1388409.6039178714
116,16.0,46804135891,2022-01-01,7469,9045,823993.6805697765
117,16.0,46804135891,2022-02-01,7226,8656,777325.064047897
118,16.0,46804135891,2022-03-01,8481,10518,957707.9155907847
119,16.0,46804135891,2022-04-01,8629,10754,970483.852677882
120,16.0,46804135891,2022-05-01,9489,12103,1101919.1476073028
121,16.0,46804135891,2022-06-01,9416,11924,1078708.3466683421
122,16.0,46804135891,2022-07-01,9917,12741,1166447.809910782
123,16.0,46804135891,2022-08-01,10225,13240,1192133.7483245595
124,16.0,46804135891,2022-09-01,10152,13215,1206570.5172044479
125,16.0,46804135891,2022-10-01,9204,11636,1087919.0540640936

126,76.0,11566786699,2021-02-01,56,56,4891.633608987436
127,76.0,11566786699,2021-03-01,1554,1627,138080.5410761483
128,76.0,11566786699,2021-04-01,1619,1669,132314.9409843447
129,76.0,11566786699,2021-05-01,1831,1897,156110.92006796572
130,76.0,11566786699,2021-06-01,1855,1929,153174.18664808813
131,76.0,11566786699,2021-07-01,1866,1948,158951.08212077708
132,76.0,11566786699,2021-08-01,1997,2094,173774.67352862933
133,76.0,11566786699,2021-09-01,1975,2068,168139.93488778945
134,76.0,11566786699,2021-10-01,2089,2184,172856.9441781924
135,76.0,11566786699,2021-11-01,2908,3072,242570.53918109415
136,76.0,11566786699,2021-12-01,2745,2925,243803.8483303751
137,76.0,11566786699,2022-01-01,1616,1680,140010.24340601228
138,76.0,11566786699,2022-02-01,1529,1573,122937.27198853878
139,76.0,11566786699,2022-03-01,1958,2049,166188.70108997473
140,76.0,11566786699,2022-04-01,1961,2039,170305.9710223998
141,76.0,11566786699,2022-05-01,2164,2278,185180.0950518876
142,76.0,11566786699,2022-06-01,2226,2333,196878.1603011342
143,76.0,11566786699,2022-07-01,2302,2424,202405.98161102322
144,76.0,11566786699,2022-08-01,2433,2570,213450.69892952472
145,76.0,11566786699,2022-09-01,2360,2487,206496.79492929892
146,76.0,11566786699,2022-10-01,2185,2280,180630.40768459337

147,81.0,41251795489,2021-02-01,39,39,2239.312034739347
148,81.0,41251795489,2021-03-01,1434,1475,138222.24767119714
149,81.0,41251795489,2021-04-01,1453,1490,131194.15339664434
150,81.0,41251795489,2021-05-01,1742,1809,163036.4416273308
151,81.0,41251795489,2021-06-01,1732,1798,156271.78493325165
152,81.0,41251795489,2021-07-01,1776,1842,168912.66800469588
153,81.0,41251795489,2021-08-01,1852,1932,174781.97482619926
154,81.0,41251795489,2021-09-01,1753,1827,160196.4168445976
155,81.0,41251795489,2021-10-01,1941,2031,176281.0184336123
156,81.0,41251795489,2021-11-01,2649,2783,247689.8348553562
157,81.0,41251795489,2021-12-01,2470,2599,235412.93263980854
158,81.0,41251795489,2022-01-01,1428,1478,135231.07483440376
159,81.0,41251795489,2022-02-01,1419,1466,132033.10901279852
160,81.0,41251795489,2022-03-01,1746,1813,162237.9902978275
161,81.0,41251795489,2022-04-01,1780,1850,165867.93189853203
162,81.0,41251795489,2022-05-01,2046,2117,190651.7010248344
163,81.0,41251795489,2022-06-01,1965,2070,179332.45546747118
164,81.0,41251795489,2022-07-01,2044,2115,189740.80334809094
165,81.0,41251795489,2022-08-01,2144,2233,198399.3066109919
166,81.0,41251795489,2022-09-01,2119,2220,201620.59784586128
167,81.0,41251795489,2022-10-01,1981,2065,185683.69529936463

168,92.0,18158387243,2021-02-01,9,9,11605.256920820808
169,92.0,18158387243,2021-03-01,633,644,725268.5536933192
170,92.0,18158387243,2021-04-01,628,633,762080.5090094021
171,92.0,18158387243,2021-05-01,692,699,819300.2973440794
172,92.0,18158387243,2021-06-01,691,698,820155.1465675213
173,92.0,18158387243,2021-07-01,696,702,810209.0890982181
174,92.0,18158387243,2021-08-01,755,771,915074.5716453615
175,92.0,18158387243,2021-09-01,771,789,929418.8941462457
176,92.0,18158387243,2021-10-01,812,829,950565.6860691662
177,92.0,18158387243,2021-11-01,1156,1179,1349903.2407485363
178,92.0,18158387243,2021-12-01,1152,1178,1356771.2993781266
179,92.0,18158387243,2022-01-01,619,623,733017.4992034597
180,92.0,18158387243,2022-02-01,637,647,723421.7583013262
181,92.0,18158387243,2022-03-01,770,780,918740.8266712314
182,92.0,18158387243,2022-04-01,714,723,860341.785621898
183,92.0,18158387243,2022-05-01,847,854,1003840.0683444939
184,92.0,18158387243,2022-06-01,843,859,1002134.024585217
185,92.0,18158387243,2022-07-01,870,887,1027857.8767258922
186,92.0,18158387243,2022-08-01,902,917,1064260.623119619
187,92.0,18158387243,2022-09-01,935,953,1091970.0821667595
188,92.0,18158387243,2022-10-01,827,849,1002813.6596033246

189,99.0,95574756848,2021-02-01,9,9,16066.103357454658
190,99.0,95574756848,2021-03-01,458,463,1062913.5471897782
191,99.0,95574756848,2021-04-01,464,467,1086540.3676313164
192,99.0,95574756848,2021-05-01,511,519,1098339.5740661758
193,99.0,95574756848,2021-06-01,505,515,1165871.383493233
194,99.0,95574756848,2021-07-01,519,520,1150184.2575677324
195,99.0,95574756848,2021-08-01,558,564,1270437.634525423
196,99.0,95574756848,2021-09-01,538,543,1193055.844005864
197,99.0,95574756848,2021-10-01,564,572,1265298.5127378588
198,99.0,95574756848,2021-11-01,783,795,1712169.9898343708
199,99.0,95574756848,2021-12-01,762,770,1680364.4477585054
200,99.0,95574756848,2022-01-01,443,446,1015085.9521659286
201,99.0,95574756848,2022-02-01,452,456,992408.6687165175
202,99.0,95574756848,2022-03-01,506,509,1114836.6627097544
203,99.0,95574756848,2022-04-01,552,557,1176599.078600376
204,99.0,95574756848,2022-05-01,585,591,1333926.5569576162
205,99.0,95574756848,2022-06-01,589,593,1214781.9033416437
206,99.0,95574756848,2022-07-01,628,640,1388311.3447928003
207,99.0,95574756848,2022-08-01,665,673,1457883.6880575574
208,99.0,95574756848,2022-09-01,635,643,1386202.6270253083
209,99.0,95574756848,2022-10-01,570,581,1246045.5280821295
