,rank,merchant_abn,order_date,num_consumer,num_transaction,total_revenue
152,38.0,91923722701,2021-07-01,3086,3313,248864.35507726294
153,38.0,91923722701,2021-08-01,3271,3521,261790.54498099664
154,38.0,91923722701,2021-09-01,3306,3560,268860.13677866734
155,38.0,91923722701,2021-10-01,3434,3716,277782.193782323
156,38.0,91923722701,2021-11-01,4579,5061,375785.825953714
157,38.0,91923722701,2021-12-01,4516,4965,370164.5422977566
158,38.0,91923722701,2022-01-01,2627,2788,206268.7534924387
159,38.0,91923722701,2022-02-01,2579,2727,201493.65968686316
160,38.0,91923722701,2022-03-01,3097,3316,250426.83458115693
161,38.0,91923722701,2022-04-01,3248,3484,264138.6584732546
162,38.0,91923722701,2022-05-01,3563,3850,289678.7421819732
163,38.0,91923722701,2022-06-01,3569,3865,289298.08323996805
164,38.0,91923722701,2022-07-01,3852,4208,318764.21788621345
165,38.0,91923722701,2022-08-01,3958,4313,328419.2750511785
166,38.0,91923722701,2022-09-01,3749,4105,303904.3828031339
167,38.0,91923722701,2022-10-01,3542,3821,286469.3463633424

168,4.0,49891706470,2021-02-01,301,303,47928.78605171861
169,4.0,49891706470,2021-03-01,7877,9524,1599053.0043781288
170,4.0,49891706470,2021-04-01,7926,9663,1604428.991932283
171,4.0,49891706470,2021-05-01,8885,11193,1883600.9019865221
172,4.0,49891706470,2021-06-01,8901,11041,1865989.4466864169
173,4.0,49891706470,2021-07-01,9046,11421,1926461.2430417042
174,4.0,49891706470,2021-08-01,9497,11954,1995832.2861970316
175,4.0,49891706470,2021-09-01,9404,12020,2018542.2248993553
176,4.0,49891706470,2021-10-01,9804,12510,2115997.1419910956
177,4.0,49891706470,2021-11-01,12385,17233,2900561.773242617
178,4.0,49891706470,2021-12-01,11932,16541,2763449.9232563362
179,4.0,49891706470,2022-01-01,7804,9426,1583682.1558748863
180,4.0,49891706470,2022-02-01,7650,9236,1542864.1975800782
181,4.0,49891706470,2022-03-01,9149,11391,1922067.146605505
182,4.0,49891706470,2022-04-01,9300,11793,1972425.3337706474
183,4.0,49891706470,2022-05-01,10313,13407,2263647.2441549916
184,4.0,49891706470,2022-06-01,10252,13279,2229364.4830783564
185,4.0,49891706470,2022-07-01,10569,13921,2358602.6009139554
186,4.0,49891706470,2022-08-01,10879,14434,2427360.6540682088
187,4.0,49891706470,2022-09-01,10766,14158,2369698.50155408
188,4.0,49891706470,2022-10-01,10070,13078,2203688.978684262

189,41.0,96152467973,2021-02-01,91,91,8805.430554475506
190,41.0,96152467973,2021-03-01,2480,2597,247909.26839651796
191,41.0,96152467973,2021-04-01,2525,2657,247267.27470669698
192,41.0,96152467973,2021-05-01,2852,3040,285547.93706803216
193,41.0,96152467973,2021-06-01,2841,3054,277156.47532216774
194,41.0,96152467973,2021-07-01,2910,3114,285892.03043197206
195,41.0,96152467973,2021-08-01,2923,3110,285905.9472452966
196,41.0,96152467973,2021-09-01,2941,3134,300478.68973441655
197,41.0,96152467973,2021-10-01,3184,3410,321141.2223917433
198,41.0,96152467973,2021-11-01,4265,4699,444676.932135679
199,41.0,96152467973,2021-12-01,4133,4547,424205.76975456334
200,41.0,96152467973,2022-01-01,2514,2642,240343.60921024653
201,41.0,96152467973,2022-02-01,2388,2509,228414.59750600645
202,41.0,96152467973,2022-03-01,2869,3070,282280.5967250938
203,41.0,96152467973,2022-04-01,3032,3223,296510.39446110907
204,41.0,96152467973,2022-05-01,3382,3669,343207.81196020334
205,41.0,96152467973,2022-06-01,3306,3556,327838.3412570166
206,41.0,96152467973,2022-07-01,3445,3740,347094.4262443222
207,41.0,96152467973,2022-08-01,3617,3886,356018.25345579005
208,41.0,96152467973,2022-09-01,3617,3915,364259.2560368677
209,41.0,96152467973,2022-10-01,3323,3574,327516.53339368856
